gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Male,31,Single,GCSE/O Level,English,White,"10,400 to 15,600",South East,Yes,10.0,20.0,Both/Mainly Packets
Female,19,Single,A Levels,British,Chinese,"10,400 to 15,600",South East,No,,,
Male,42,Married,Degree,British,White,"28,600 to 36,400",South East,No,,,
Male,36,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
Male,36,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,,,
Female,64,Widowed,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Female,53,Single,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,39,Married,GCSE/CSE,Irish,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Packets
Female,39,Married,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,28,Married,Degree,British,White,"5,200 to 10,400",South East,Yes,7.0,7.0,Packets
Male,81,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,79,Married,No Qualification,English,White,"Under 2,600",South East,No,,,
Female,72,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,18,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,Yes,25.0,25.0,Both/Mainly Hand-Rolled
Female,76,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Female,68,Widowed,No Qualification,British,White,"5,200 to 10,400",South East,Yes,8.0,8.0,Packets
Female,28,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20.0,15.0,Packets
Female,42,Divorced,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Female,26,Single,GCSE/O Level,British,White,"5,200 to 10,400",South East,Yes,15.0,15.0,Both/Mainly Packets
Female,19,Single,No Qualification,Welsh,White,"2,600 to 5,200",South East,Yes,5.0,5.0,Packets
Female,41,Divorced,Other/Sub Degree,Welsh,White,"5,200 to 10,400",South East,Yes,30.0,30.0,Packets
Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,36,Married,Degree,British,Asian,"15,600 to 20,800",South East,No,,,
Male,47,Single,No Qualification,English,White,"5,200 to 10,400",South East,Yes,25.0,25.0,Both/Mainly Hand-Rolled
Male,77,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",South East,No,,,
Female,66,Divorced,No Qualification,English,White,"Under 2,600",South East,No,,,
Male,50,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,Yes,15.0,15.0,Hand-Rolled
Female,55,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,36,Married,A Levels,English,White,"Under 2,600",South West,Yes,10.0,0.0,Packets
Male,79,Married,No Qualification,Irish,White,Unknown,South West,No,,,
Female,67,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,42,Single,A Levels,British,White,Refused,South West,No,,,
Female,76,Married,No Qualification,British,White,"Under 2,600",South West,No,,,
Female,44,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,75,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,24,Married,Other/Sub Degree,British,White,"10,400 to 15,600",South West,No,,,
Male,78,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,38,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,,,
Male,22,Single,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,62,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South West,No,,,
Female,40,Divorced,No Qualification,British,White,"5,200 to 10,400",South West,Yes,10.0,5.0,Packets
Male,35,Married,Degree,British,White,"20,800 to 28,600",South West,No,,,
Female,45,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,No,,,
Female,66,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
Female,53,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,43,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,5.0,0.0,Packets
Female,72,Widowed,No Qualification,British,White,"2,600 to 5,200",South West,Yes,3.0,3.0,Packets
Female,72,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,67,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South West,No,,,
Female,37,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,,,
Male,38,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,,,
Female,39,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,10.0,6.0,Both/Mainly Packets
Male,64,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,72,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Male,54,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,Yes,20.0,20.0,Packets
Female,59,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,50,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,No,,,
Male,33,Married,GCSE/O Level,English,White,"Above 36,400",South West,No,,,
Female,45,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,No,,,
Female,73,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,68,Married,Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,33,Married,GCSE/O Level,British,White,"10,400 to 15,600",South West,No,,,
Female,21,Single,ONC/BTEC,British,White,"2,600 to 5,200",South West,No,,,
Female,32,Married,Degree,English,White,"20,800 to 28,600",South West,No,,,
Male,37,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,48,Single,Degree,English,White,Refused,South West,Yes,10.0,10.0,Hand-Rolled
Male,25,Single,No Qualification,British,White,"15,600 to 20,800",South West,Yes,40.0,20.0,Packets
Male,61,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,30.0,10.0,Hand-Rolled
Female,86,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,45,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,60,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,,,
Female,40,Single,Degree,British,White,"15,600 to 20,800",South West,No,,,
Male,55,Married,No Qualification,British,White,Refused,South West,No,,,
Male,53,Separated,GCSE/O Level,Welsh,White,"10,400 to 15,600",South West,No,,,
Male,41,Married,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,,,
Female,17,Single,GCSE/O Level,English,White,"Under 2,600",South West,Yes,20.0,10.0,Both/Mainly Packets
Female,42,Divorced,Higher/Sub Degree,English,White,"15,600 to 20,800",South West,No,,,
Male,44,Married,GCSE/O Level,English,White,"20,800 to 28,600",South West,No,,,
Female,43,Married,A Levels,English,White,"10,400 to 15,600",South West,No,,,
Female,39,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Packets
Male,67,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Female,73,Married,No Qualification,British,White,"Under 2,600",South West,No,,,
Female,16,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,No,,,
Female,73,Widowed,No Qualification,British,White,"10,400 to 15,600",South West,No,,,
Male,52,Married,Degree,Scottish,White,"Above 36,400",South West,No,,,
Male,72,Single,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,79,Married,No Qualification,British,White,"10,400 to 15,600",South West,No,,,
Female,90,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Male,27,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,30.0,10.0,Packets
Male,32,Divorced,Degree,English,White,"Above 36,400",South West,No,,,
Female,38,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
Female,21,Single,Degree,British,White,"Under 2,600",South West,No,,,
Male,40,Married,A Levels,British,White,"Above 36,400",South West,No,,,
Male,28,Married,Degree,British,White,"Above 36,400",South West,No,,,
Male,47,Married,A Levels,English,White,"Above 36,400",South West,Yes,40.0,40.0,Packets
Female,45,Married,Degree,British,White,"5,200 to 10,400",South West,No,,,
Female,95,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
Male,18,Single,A Levels,English,White,"2,600 to 5,200",South West,No,,,
Female,89,Widowed,GCSE/O Level,English,White,Unknown,South West,No,,,
Female,82,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,65,Married,A Levels,English,White,"28,600 to 36,400",South West,No,,,
Female,87,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
Male,30,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,4.0,1.0,Packets
Female,77,Widowed,Degree,English,White,"28,600 to 36,400",South West,No,,,
Female,55,Divorced,Degree,British,White,"Above 36,400",South West,No,,,
Female,33,Married,Degree,British,Asian,"5,200 to 10,400",South West,No,,,
Female,56,Married,No Qualification,British,Black,"5,200 to 10,400",South West,No,,,
Female,68,Divorced,No Qualification,English,White,"2,600 to 5,200",South West,Yes,15.0,10.0,Packets
Female,73,Married,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
Female,66,Single,GCSE/O Level,English,White,"10,400 to 15,600",South West,No,,,
Female,73,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Male,42,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,12.0,0.0,Packets
Male,41,Single,No Qualification,Welsh,White,Refused,South West,No,,,
Female,35,Married,GCSE/CSE,British,White,"10,400 to 15,600",South West,No,,,
Female,53,Married,No Qualification,English,White,"2,600 to 5,200",South West,No,,,
Female,74,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,46,Married,No Qualification,English,White,"10,400 to 15,600",South West,Yes,25.0,25.0,Hand-Rolled
Female,22,Single,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,,,
Male,27,Married,A Levels,English,White,"15,600 to 20,800",South West,No,,,
Female,71,Married,GCSE/O Level,British,White,"5,200 to 10,400",South West,No,,,
Male,78,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,38,Married,GCSE/O Level,English,White,"5,200 to 10,400",South West,No,,,
Female,31,Married,A Levels,British,White,"10,400 to 15,600",South West,No,,,
Female,54,Married,Degree,English,White,"2,600 to 5,200",South West,No,,,
Female,31,Single,GCSE/CSE,English,White,"10,400 to 15,600",South West,No,,,
Male,53,Married,ONC/BTEC,English,Mixed,"Above 36,400",South West,No,,,
Female,36,Single,GCSE/O Level,English,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Both/Mainly Packets
Male,41,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South West,No,,,
Male,78,Widowed,No Qualification,British,White,"5,200 to 10,400",South West,Yes,15.0,12.0,Packets
Female,54,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",South West,Yes,10.0,10.0,Packets
Female,72,Divorced,No Qualification,British,White,"2,600 to 5,200",South West,No,,,
Male,28,Married,Other/Sub Degree,English,White,"20,800 to 28,600",South West,Yes,20.0,20.0,Hand-Rolled
Female,41,Separated,GCSE/O Level,British,White,"5,200 to 10,400",South West,Yes,20.0,15.0,Both/Mainly Packets
Female,78,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
Male,71,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",South West,No,,,
Female,57,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Male,31,Married,GCSE/O Level,British,White,"15,600 to 20,800",South West,Yes,1.0,5.0,Packets
Female,64,Widowed,No Qualification,Irish,White,"5,200 to 10,400",South West,No,,,
Male,65,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,61,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Male,33,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,No,,,
Female,60,Married,ONC/BTEC,English,White,Refused,South West,Yes,20.0,20.0,Packets
Male,40,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,68,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,No,,,
Female,36,Married,No Qualification,English,White,"15,600 to 20,800",South West,No,,,
Female,35,Married,GCSE/O Level,English,White,"Under 2,600",South West,No,,,
Male,22,Single,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20.0,5.0,Packets
Female,43,Married,GCSE/CSE,English,White,"2,600 to 5,200",South West,No,,,
Male,84,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,24,Single,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
Male,68,Married,No Qualification,English,White,"5,200 to 10,400",South West,Yes,25.0,12.0,Hand-Rolled
Male,35,Single,Other/Sub Degree,British,White,"Under 2,600",South West,Yes,10.0,10.0,Packets
Female,51,Divorced,Other/Sub Degree,English,White,Unknown,South West,Yes,25.0,25.0,Packets
Male,45,Married,ONC/BTEC,British,White,"28,600 to 36,400",South West,No,,,
Female,45,Single,No Qualification,English,White,Refused,South West,Yes,5.0,5.0,Packets
Male,71,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Female,47,Married,No Qualification,British,White,"5,200 to 10,400",South West,Yes,20.0,15.0,Packets
Female,39,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",South West,No,,,
Male,62,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",South West,No,,,
Female,37,Single,Degree,British,White,"15,600 to 20,800",South West,No,,,
Female,71,Married,No Qualification,English,White,Refused,South West,No,,,
Male,49,Divorced,Degree,English,White,"28,600 to 36,400",South West,No,,,
Female,22,Single,GCSE/CSE,British,White,"2,600 to 5,200",South West,Yes,30.0,20.0,Both/Mainly Packets
Male,61,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
Male,34,Single,GCSE/O Level,British,White,"20,800 to 28,600",South West,Yes,10.0,5.0,Packets
Female,40,Separated,Degree,British,White,"Above 36,400",South West,No,,,
Female,27,Separated,No Qualification,English,White,"2,600 to 5,200",South West,Yes,20.0,20.0,Both/Mainly Packets
Male,28,Single,ONC/BTEC,English,White,"10,400 to 15,600",South West,Yes,12.0,12.0,Packets
Female,28,Single,A Levels,British,White,"10,400 to 15,600",South West,No,,,
Male,36,Married,GCSE/CSE,English,White,"20,800 to 28,600",South West,Yes,20.0,30.0,Both/Mainly Packets
Female,34,Single,GCSE/O Level,English,White,"5,200 to 10,400",South West,Yes,20.0,20.0,Hand-Rolled
Male,19,Single,A Levels,English,White,"10,400 to 15,600",South West,No,,,
Female,31,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South West,Yes,20.0,20.0,Packets
Male,49,Divorced,No Qualification,English,White,Refused,South West,Yes,20.0,20.0,Hand-Rolled
Male,42,Divorced,A Levels,Irish,White,"2,600 to 5,200",South West,Yes,50.0,50.0,Hand-Rolled
Female,38,Married,No Qualification,English,White,"Under 2,600",South West,No,,,
Male,16,Single,No Qualification,English,White,"Under 2,600",South West,Yes,6.0,6.0,Both/Mainly Packets
Male,73,Married,No Qualification,British,White,"5,200 to 10,400",South West,No,,,
Male,36,Married,GCSE/O Level,English,Asian,"15,600 to 20,800",South West,No,,,
Female,81,Married,No Qualification,Welsh,White,"Under 2,600",South West,No,,,
Female,97,Widowed,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Male,38,Married,No Qualification,English,White,"10,400 to 15,600",South West,No,,,
Female,46,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South West,Yes,12.0,7.0,Packets
Male,79,Married,No Qualification,English,White,"5,200 to 10,400",South West,No,,,
Female,76,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,Yes,4.0,4.0,Packets
Female,54,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Wales,No,,,
Male,59,Married,Degree,English,White,"Above 36,400",Wales,No,,,
Male,52,Separated,Degree,British,White,"Above 36,400",Wales,No,,,
Male,58,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,Yes,20.0,20.0,Both/Mainly Packets
Male,69,Divorced,Degree,Welsh,White,"15,600 to 20,800",Wales,No,,,
Male,67,Widowed,Degree,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,76,Married,Other/Sub Degree,Welsh,White,Refused,Wales,No,,,
Male,33,Married,No Qualification,British,Asian,"5,200 to 10,400",Wales,No,,,
Male,61,Separated,No Qualification,Welsh,White,Refused,Wales,Yes,30.0,30.0,Hand-Rolled
Female,82,Widowed,No Qualification,Welsh,White,Refused,Wales,No,,,
Male,62,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Male,66,Divorced,No Qualification,Welsh,White,Refused,Wales,No,,,
Female,69,Widowed,No Qualification,Welsh,White,"Under 2,600",Wales,No,,,
Female,25,Married,No Qualification,Other,Asian,Refused,Wales,No,,,
Male,29,Single,Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
Male,28,Married,Degree,British,White,"10,400 to 15,600",Wales,No,,,
Female,52,Single,Degree,Other,White,"28,600 to 36,400",Wales,No,,,
Female,81,Widowed,No Qualification,Welsh,White,Refused,Wales,No,,,
Female,44,Married,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,Yes,20.0,20.0,Packets
Female,62,Married,GCSE/O Level,Welsh,White,Refused,Wales,No,,,
Male,45,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,71,Widowed,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,72,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,69,Widowed,No Qualification,English,White,Unknown,Wales,Yes,15.0,15.0,Packets
Female,72,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,10.0,10.0,Packets
Male,61,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,29,Married,A Levels,British,White,"2,600 to 5,200",Wales,Yes,5.0,2.0,Packets
Female,37,Single,Higher/Sub Degree,British,White,"5,200 to 10,400",Wales,Yes,30.0,30.0,Packets
Male,29,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,Yes,20.0,20.0,Packets
Male,57,Married,No Qualification,English,White,"10,400 to 15,600",Wales,No,,,
Male,60,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,,,
Male,38,Married,Higher/Sub Degree,Welsh,White,"28,600 to 36,400",Wales,No,,,
Male,74,Married,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Male,38,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,,,
Female,51,Divorced,GCSE/O Level,Welsh,White,Refused,Wales,No,,,
Male,68,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,15.0,15.0,Hand-Rolled
Male,67,Married,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,No,,,
Male,32,Single,GCSE/O Level,Welsh,White,"10,400 to 15,600",Wales,No,,,
Female,25,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",Wales,No,,,
Male,53,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,,,
Female,52,Divorced,No Qualification,Welsh,Unknown,"5,200 to 10,400",Wales,Yes,5.0,5.0,Packets
Female,21,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,71,Divorced,No Qualification,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,30,Married,GCSE/O Level,British,White,"Under 2,600",Wales,No,,,
Male,23,Single,GCSE/O Level,Welsh,White,"15,600 to 20,800",Wales,No,,,
Female,28,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,0.0,1.0,Packets
Female,37,Married,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,No,,,
Female,84,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,61,Married,No Qualification,English,White,"2,600 to 5,200",Wales,No,,,
Female,18,Single,GCSE/O Level,Welsh,White,"2,600 to 5,200",Wales,No,,,
Female,55,Married,GCSE/O Level,English,White,"5,200 to 10,400",Wales,No,,,
Male,52,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,No,,,
Female,46,Married,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,25.0,25.0,Packets
Female,46,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Wales,No,,,
Male,23,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,No,,,
Male,58,Married,Degree,British,White,"20,800 to 28,600",Wales,No,,,
Male,16,Single,GCSE/O Level,Welsh,White,"Under 2,600",Wales,No,,,
Male,71,Married,No Qualification,Welsh,White,"15,600 to 20,800",Wales,No,,,
Female,47,Married,No Qualification,British,White,"2,600 to 5,200",Wales,Yes,10.0,10.0,Packets
Male,34,Married,Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
Female,55,Single,No Qualification,British,White,"Above 36,400",Wales,No,,,
Female,78,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",Wales,No,,,
Male,35,Single,No Qualification,Welsh,White,"2,600 to 5,200",Wales,Yes,40.0,40.0,Hand-Rolled
Male,68,Married,No Qualification,English,White,"20,800 to 28,600",Wales,No,,,
Male,76,Single,No Qualification,British,White,"5,200 to 10,400",Wales,No,,,
Male,28,Single,GCSE/CSE,Welsh,White,"10,400 to 15,600",Wales,No,,,
Female,36,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",Wales,Yes,20.0,20.0,Both/Mainly Packets
Female,57,Divorced,ONC/BTEC,English,White,"5,200 to 10,400",Wales,No,,,
Female,29,Single,Higher/Sub Degree,Welsh,White,"10,400 to 15,600",Wales,Yes,20.0,10.0,Both/Mainly Packets
Female,27,Single,GCSE/O Level,Welsh,White,"5,200 to 10,400",Wales,Yes,5.0,5.0,Packets
Female,64,Widowed,No Qualification,English,White,"2,600 to 5,200",Wales,No,,,
Female,89,Single,No Qualification,Welsh,White,Refused,Wales,No,,,
Female,26,Single,GCSE/CSE,Welsh,White,"2,600 to 5,200",Wales,Yes,15.0,15.0,Packets
Male,27,Single,Higher/Sub Degree,Welsh,White,"20,800 to 28,600",Wales,No,,,
Male,66,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",Wales,No,,,
Female,84,Widowed,No Qualification,British,White,"5,200 to 10,400",Wales,No,,,
Male,41,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Wales,Yes,20.0,12.0,Packets
Male,27,Single,Degree,British,White,"15,600 to 20,800",Wales,No,,,
Female,40,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Wales,No,,,
Female,79,Widowed,No Qualification,British,White,"10,400 to 15,600",Wales,No,,,
Male,49,Married,No Qualification,English,White,"20,800 to 28,600",Wales,Yes,20.0,20.0,Packets
Female,79,Widowed,No Qualification,British,White,Unknown,Wales,No,,,
Female,54,Married,No Qualification,Welsh,White,"Under 2,600",Wales,No,,,
Male,25,Single,GCSE/O Level,Scottish,White,"5,200 to 10,400",Scotland,Yes,10.0,10.0,Packets
Female,45,Single,Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,5.0,5.0,Packets
Female,24,Single,Degree,Scottish,White,"5,200 to 10,400",Scotland,Yes,5.0,5.0,Packets
Female,54,Divorced,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,20.0,10.0,Packets
Female,78,Widowed,No Qualification,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,50,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,Yes,25.0,25.0,Hand-Rolled
Female,42,Married,Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Female,32,Single,A Levels,Scottish,White,"10,400 to 15,600",Scotland,Yes,10.0,10.0,Packets
Male,75,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,25,Single,GCSE/O Level,Scottish,White,"Under 2,600",Scotland,Yes,15.0,15.0,Packets
Male,50,Separated,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,24,Single,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,Yes,15.0,15.0,Packets
Male,35,Single,Higher/Sub Degree,British,White,"28,600 to 36,400",Scotland,No,,,
Female,52,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,42,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,,,
Male,44,Separated,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,67,Widowed,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,Yes,20.0,12.0,Hand-Rolled
Female,69,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,91,Single,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,61,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Female,50,Single,Degree,British,White,"20,800 to 28,600",Scotland,No,,,
Male,37,Single,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Female,35,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,Yes,15.0,15.0,Packets
Male,24,Single,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,Yes,20.0,15.0,Packets
Female,39,Single,No Qualification,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,79,Divorced,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
Male,40,Married,Degree,Scottish,White,"Above 36,400",Scotland,No,,,
Male,60,Married,Degree,British,White,"Above 36,400",Scotland,No,,,
Male,42,Married,No Qualification,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,64,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,55,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,Yes,2.0,10.0,Packets
Male,54,Married,Other/Sub Degree,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,61,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Scotland,No,,,
Female,62,Divorced,Higher/Sub Degree,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,59,Divorced,Degree,Scottish,White,Unknown,Scotland,No,,,
Female,79,Widowed,GCSE/CSE,Scottish,White,Refused,Scotland,No,,,
Female,37,Married,Degree,British,White,"10,400 to 15,600",Scotland,No,,,
Female,55,Married,Other/Sub Degree,Scottish,White,"2,600 to 5,200",Scotland,Yes,12.0,8.0,Packets
Female,88,Widowed,Higher/Sub Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,39,Divorced,Degree,British,White,"15,600 to 20,800",Scotland,No,,,
Male,34,Single,Degree,British,White,"Above 36,400",Scotland,No,,,
Male,42,Married,Degree,Scottish,White,"28,600 to 36,400",Scotland,No,,,
Female,45,Married,Degree,British,White,"2,600 to 5,200",Scotland,No,,,
Male,59,Married,ONC/BTEC,Scottish,White,"Above 36,400",Scotland,No,,,
Male,58,Married,GCSE/O Level,British,White,"10,400 to 15,600",Scotland,Yes,30.0,30.0,Packets
Male,74,Widowed,Higher/Sub Degree,British,White,"5,200 to 10,400",Scotland,No,,,
Male,45,Married,GCSE/O Level,Scottish,White,"20,800 to 28,600",Scotland,No,,,
Male,64,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Male,53,Single,Higher/Sub Degree,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,40,Married,GCSE/O Level,Scottish,White,"15,600 to 20,800",Scotland,No,,,
Male,30,Married,ONC/BTEC,Scottish,White,"15,600 to 20,800",Scotland,Yes,10.0,10.0,Hand-Rolled
Male,70,Married,No Qualification,Scottish,White,"10,400 to 15,600",Scotland,No,,,
Female,28,Separated,ONC/BTEC,Scottish,White,"5,200 to 10,400",Scotland,No,,,
Female,78,Widowed,No Qualification,Scottish,White,"2,600 to 5,200",Scotland,No,,,
